#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2021 01 19 01 30  40 12.0 15.0    MM    MM    MM  MM 1020.5  20.1  24.0  13.1   MM   MM    MM
2021 01 19 01 20  50 11.0 14.0    MM    MM    MM  MM 1020.3  20.2  24.0  13.8   MM   MM    MM
2021 01 19 01 10  50 12.0 15.0    MM    MM    MM  MM 1020.3  20.1  24.0  13.2   MM   MM    MM
2021 01 19 01 00  40 12.0 15.0    MM    MM    MM  MM 1020.4  20.0  24.0  13.1   MM -2.9    MM
2021 01 19 00 50  40 12.0 16.0   5.6    13   9.1 329 1020.5  19.9  24.0  12.6   MM   MM    MM
2021 01 19 00 40  50 11.0 16.0   5.6    MM   9.1 329 1020.5  19.9  24.0  13.1   MM   MM    MM
2021 01 19 00 30  50 11.0 15.0    MM    MM    MM  MM 1020.7  19.8  24.0  12.8   MM   MM    MM
2021 01 19 00 20  50 12.0 15.0    MM    MM    MM  MM 1020.7  19.7  24.0  12.5   MM   MM    MM
2021 01 19 00 10  50 12.0 16.0    MM    MM    MM  MM 1020.7  19.8  24.0  13.4   MM   MM    MM
2021 01 19 00 00  50 12.0 15.0    MM    MM    MM  MM 1020.7  19.8  24.0  13.3   MM -3.3    MM
2021 01 18 23 50  50 12.0 16.0   5.8    14   9.5 326 1020.8  19.7  24.0  12.6   MM   MM    MM
2021 01 18 23 40  40 12.0 15.0   5.8    MM   9.5 326 1021.0  19.6  24.0  11.9   MM   MM    MM
2021 01 18 23 20  40 12.0 16.0    MM    MM    MM  MM 1021.4  19.7  24.0  12.7   MM   MM    MM
2021 01 18 23 10  40 12.0 16.0    MM    MM    MM  MM 1021.7  19.5  24.0  12.1   MM   MM    MM
2021 01 18 23 00  40 11.0 15.0    MM    MM    MM  MM 1021.8  19.5  24.0  11.6   MM -2.6    MM
2021 01 18 22 50  30 12.0 15.0   6.5    16  10.2 312 1022.1  19.5  24.0  11.4   MM   MM    MM
2021 01 18 22 40  30 12.0 16.0    MM    MM    MM  MM 1022.3  19.6  24.0  12.4   MM   MM    MM
2021 01 18 22 30  40 12.0 15.0    MM    MM    MM  MM 1022.5  19.6  24.0  12.2   MM   MM    MM
2021 01 18 22 20  40 12.0 15.0    MM    MM    MM  MM 1022.8  19.6  24.0  12.1   MM   MM    MM
2021 01 18 22 10  40 11.0 15.0    MM    MM    MM  MM 1023.0  19.8  24.0  12.2   MM   MM    MM
2021 01 18 22 00  30 12.0 15.0    MM    MM    MM  MM 1023.2  19.7  24.0  11.8   MM -1.2    MM
2021 01 18 21 50  40 12.0 15.0   5.7    14   9.7 314 1023.4  19.9  24.0  12.2   MM   MM    MM
2021 01 18 21 40  30 12.0 16.0   5.7    MM   9.7 314 1023.6  19.7  24.0  11.7   MM   MM    MM
2021 01 18 21 30  40 12.0 16.0    MM    MM    MM  MM 1023.7  19.9  24.0  12.3   MM   MM    MM
